EulerAngles_0 EulerAngles_1 EulerAngles_2
3.6643662 2.7512023 0.63556606
3.6643662 2.7512023 0.63556606
3.6643662 2.7512023 0.63556606
3.6643662 2.7512023 0.63556606
3.6643662 2.7512023 0.63556606
3.6643662 2.7512023 0.63556606
3.6643662 2.7512023 0.63556606
3.6643662 2.7512023 0.63556606
3.6643662 2.7512023 0.63556606
3.6643662 2.7512023 0.63556606
3.6643662 2.7512023 0.63556606
3.6643662 2.7512023 0.63556606
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.2251866 1.6177678 3.6192732
1.3862139 2.1586807 0.70171201
1.3862139 2.1586807 0.70171201
1.3862139 2.1586807 0.70171201
1.3862139 2.1586807 0.70171201
1.3862139 2.1586807 0.70171201
1.3862139 2.1586807 0.70171201
1.3862139 2.1586807 0.70171201
1.3862139 2.1586807 0.70171201
1.3862139 2.1586807 0.70171201
1.3862139 2.1586807 0.70171201
1.3862139 2.1586807 0.70171201
